job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year
Data Scientist,Full-Time,Mid,194000,USD,United States,194000,United States,Medium,2024
Data Scientist,Full-Time,Mid,125500,USD,United States,125500,United States,Medium,2024
Analytics Engineer,Full-Time,Senior,95000,GBP,United Kingdom,118750,United Kingdom,Medium,2024
Analytics Engineer,Full-Time,Senior,60000,GBP,United Kingdom,75000,United Kingdom,Medium,2024
Data Engineer,Full-Time,Senior,194500,USD,United States,194500,United States,Medium,2024
Data Engineer,Full-Time,Senior,147368,USD,United States,147368,United States,Medium,2024
Data Engineer,Full-Time,Mid,165000,USD,United States,165000,United States,Medium,2024
Data Engineer,Full-Time,Mid,117000,USD,United States,117000,United States,Medium,2024
Data Analyst,Full-Time,Senior,170000,USD,United States,170000,United States,Medium,2024
Data Analyst,Full-Time,Senior,148000,USD,United States,148000,United States,Medium,2024
Data Manager,Full-Time,Senior,160500,USD,United States,160500,United States,Medium,2024
Data Manager,Full-Time,Senior,107000,USD,United States,107000,United States,Medium,2024
Analytics Engineer,Full-Time,Senior,500000,USD,United States,500000,United States,Medium,2024
Analytics Engineer,Full-Time,Senior,80000,USD,United States,80000,United States,Medium,2024
Data Infrastructure Engineer,Full-Time,Mid,241000,USD,United States,241000,United States,Medium,2024
Data Infrastructure Engineer,Full-Time,Mid,189000,USD,United States,189000,United States,Medium,2024
Data Scientist,Full-Time,Senior,167500,USD,United States,167500,United States,Medium,2024
Data Scientist,Full-Time,Senior,138500,USD,United States,138500,United States,Medium,2024
Research Scientist,Full-Time,Senior,200000,USD,United States,200000,United States,Medium,2024
Research Scientist,Full-Time,Senior,148500,USD,United States,148500,United States,Medium,2024
Research Engineer,Full-Time,Senior,273000,USD,United States,273000,United States,Medium,2024
Research Engineer,Full-Time,Senior,166500,USD,United States,166500,United States,Medium,2024
Data Analyst,Full-Time,Senior,106260,USD,United States,106260,United States,Medium,2024
Data Analyst,Full-Time,Senior,82000,USD,United States,82000,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Mid,115000,USD,United States,115000,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Mid,100000,USD,United States,100000,United States,Medium,2024
Data Scientist,Full-Time,Mid,105000,USD,United States,105000,United States,Medium,2024
Data Scientist,Full-Time,Mid,90000,USD,United States,90000,United States,Medium,2024
Data Scientist,Full-Time,Senior,170000,USD,United States,170000,United States,Medium,2024
Data Scientist,Full-Time,Senior,140000,USD,United States,140000,United States,Medium,2024
Data Scientist,Full-Time,Mid,170000,USD,United States,170000,United States,Medium,2024
Data Scientist,Full-Time,Mid,145000,USD,United States,145000,United States,Medium,2024
Data Engineer,Full-Time,Senior,233000,USD,United States,233000,United States,Medium,2024
Data Engineer,Full-Time,Senior,140000,USD,United States,140000,United States,Medium,2024
Data Analyst,Full-Time,Senior,202800,USD,United States,202800,United States,Medium,2024
Data Analyst,Full-Time,Senior,108200,USD,United States,108200,United States,Medium,2024
Head of Data,Full-Time,Executive,190000,USD,United States,190000,United States,Medium,2024
Head of Data,Full-Time,Executive,150000,USD,United States,150000,United States,Medium,2024
Data Scientist,Full-Time,Senior,214872,USD,United States,214872,United States,Medium,2024
Data Scientist,Full-Time,Senior,186846,USD,United States,186846,United States,Medium,2024
Data Scientist,Full-Time,Entry,35000,GBP,United Kingdom,43750,United Kingdom,Medium,2024
Data Scientist,Full-Time,Entry,30000,GBP,United Kingdom,37500,United Kingdom,Medium,2024
Data Engineer,Full-Time,Senior,145360,USD,United States,145360,United States,Medium,2024
Data Engineer,Full-Time,Senior,107440,USD,United States,107440,United States,Medium,2024
Applied Scientist,Full-Time,Senior,212800,USD,United States,212800,United States,Large,2024
Applied Scientist,Full-Time,Senior,115100,USD,United States,115100,United States,Large,2024
AI Software Engineer,Full-Time,Senior,174000,USD,United States,174000,United States,Medium,2024
AI Software Engineer,Full-Time,Senior,116000,USD,United States,116000,United States,Medium,2024
Data Engineer,Full-Time,Mid,181700,USD,United States,181700,United States,Medium,2024
Data Engineer,Full-Time,Mid,64300,USD,United States,64300,United States,Medium,2024
Data Analyst,Full-Time,Entry,26800,GBP,United Kingdom,33500,United Kingdom,Medium,2024
Data Analyst,Full-Time,Entry,26800,GBP,United Kingdom,33500,United Kingdom,Medium,2024
Data Engineer,Full-Time,Mid,185000,USD,United States,185000,United States,Large,2024
Data Engineer,Full-Time,Mid,81000,USD,United States,81000,United States,Large,2024
Encounter Data Management Professional,Full-Time,Senior,96200,USD,United States,96200,United States,Medium,2024
Encounter Data Management Professional,Full-Time,Senior,69800,USD,United States,69800,United States,Medium,2024
Data Analyst,Full-Time,Entry,77280,USD,United States,77280,United States,Medium,2024
Data Analyst,Full-Time,Entry,58000,USD,United States,58000,United States,Medium,2024
Data Scientist,Full-Time,Entry,26800,GBP,United Kingdom,33500,United Kingdom,Medium,2024
Data Scientist,Full-Time,Entry,26800,GBP,United Kingdom,33500,United Kingdom,Medium,2024
Research Scientist,Full-Time,Senior,178200,USD,United States,178200,United States,Medium,2024
Research Scientist,Full-Time,Senior,74800,USD,United States,74800,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Entry,164500,USD,United States,164500,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Entry,67200,USD,United States,67200,United States,Medium,2024
Data Architect,Full-Time,Senior,165000,USD,United States,165000,United States,Medium,2024
Data Architect,Full-Time,Senior,117000,USD,United States,117000,United States,Medium,2024
Data Engineer,Full-Time,Entry,185000,USD,United States,185000,United States,Large,2024
Data Engineer,Full-Time,Entry,81000,USD,United States,81000,United States,Large,2024
Data Scientist,Full-Time,Mid,287800,USD,United States,287800,United States,Medium,2024
Data Scientist,Full-Time,Mid,287800,USD,United States,287800,United States,Medium,2024
Data Scientist,Full-Time,Senior,150000,USD,United States,150000,United States,Medium,2024
Data Scientist,Full-Time,Senior,110000,USD,United States,110000,United States,Medium,2024
Research Engineer,Full-Time,Mid,250000,USD,United States,250000,United States,Medium,2024
Research Engineer,Full-Time,Mid,200000,USD,United States,200000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,200000,USD,United States,200000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,160000,USD,United States,160000,United States,Medium,2024
Data Scientist,Full-Time,Mid,172000,USD,United States,172000,United States,Medium,2024
Data Scientist,Full-Time,Mid,75600,USD,United States,75600,United States,Medium,2024
Data Scientist,Part-Time,Entry,291340,USD,United States,291340,United States,Medium,2024
Data Scientist,Part-Time,Entry,194240,USD,United States,194240,United States,Medium,2024
Applied Scientist,Full-Time,Mid,191070,USD,United States,191070,United States,Medium,2024
Applied Scientist,Full-Time,Mid,135900,USD,United States,135900,United States,Medium,2024
BI Developer,Full-Time,Mid,38000,GBP,United Kingdom,47500,United Kingdom,Medium,2024
BI Developer,Full-Time,Mid,35000,GBP,United Kingdom,43750,United Kingdom,Medium,2024
Research Engineer,Full-Time,Senior,282000,USD,United States,282000,United States,Medium,2024
Research Engineer,Full-Time,Senior,171000,USD,United States,171000,United States,Medium,2024
Applied Scientist,Full-Time,Senior,260000,USD,United States,260000,United States,Large,2024
Applied Scientist,Full-Time,Senior,136000,USD,United States,136000,United States,Large,2024
Data Engineer,Full-Time,Mid,152800,USD,United States,152800,United States,Medium,2024
Data Engineer,Full-Time,Mid,149282,USD,United States,149282,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,264500,USD,United States,264500,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,165600,USD,United States,165600,United States,Medium,2024
Data Scientist,Full-Time,Mid,228000,USD,United States,228000,United States,Medium,2024
Data Scientist,Full-Time,Mid,134000,USD,United States,134000,United States,Medium,2024
Data Engineer,Full-Time,Senior,78000,EUR,Latvia,86666,Latvia,Medium,2024
Data Engineer,Full-Time,Senior,54000,EUR,Latvia,60000,Latvia,Medium,2024
Applied Scientist,Full-Time,Senior,199500,USD,United States,199500,United States,Medium,2024
Applied Scientist,Full-Time,Senior,97400,USD,United States,97400,United States,Medium,2024
Data Engineer,Full-Time,Senior,155000,USD,United States,155000,United States,Medium,2024
Data Engineer,Full-Time,Senior,139500,USD,United States,139500,United States,Medium,2024
Data Engineer,Full-Time,Mid,140000,USD,United States,140000,United States,Medium,2024
Data Engineer,Full-Time,Mid,100000,USD,United States,100000,United States,Medium,2024
Data Engineer,Full-Time,Senior,205000,USD,United States,205000,United States,Medium,2024
Data Engineer,Full-Time,Senior,155000,USD,United States,155000,United States,Medium,2024
Data Analyst,Full-Time,Entry,110000,USD,United States,110000,United States,Medium,2024
Data Analyst,Full-Time,Entry,90000,USD,United States,90000,United States,Medium,2024
Data Analyst,Full-Time,Entry,83300,USD,United States,83300,United States,Medium,2024
Data Analyst,Full-Time,Entry,47500,USD,United States,47500,United States,Medium,2024
Data Scientist,Full-Time,Senior,208500,USD,United States,208500,United States,Medium,2024
Data Scientist,Full-Time,Senior,174000,USD,United States,174000,United States,Medium,2024
Data Engineer,Full-Time,Senior,170000,USD,United States,170000,United States,Medium,2024
Data Engineer,Full-Time,Senior,130000,USD,United States,130000,United States,Medium,2024
Data Scientist,Full-Time,Mid,240000,USD,United States,240000,United States,Medium,2024
Data Scientist,Full-Time,Mid,180000,USD,United States,180000,United States,Medium,2024
Data Engineer,Full-Time,Mid,90000,USD,United States,90000,United States,Medium,2024
Data Engineer,Full-Time,Mid,70000,USD,United States,70000,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Senior,138000,USD,United States,138000,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Senior,110400,USD,United States,110400,United States,Medium,2024
Data Scientist,Full-Time,Senior,239000,USD,United States,239000,United States,Medium,2024
Data Scientist,Full-Time,Senior,159000,USD,United States,159000,United States,Medium,2024
Data Engineer,Full-Time,Senior,145000,USD,United States,145000,United States,Medium,2024
Data Engineer,Full-Time,Senior,115000,USD,United States,115000,United States,Medium,2024
Data Engineer,Full-Time,Senior,185000,USD,United States,185000,United States,Medium,2024
Data Engineer,Full-Time,Senior,160000,USD,United States,160000,United States,Medium,2024
Applied Scientist,Full-Time,Mid,210000,USD,United States,210000,United States,Medium,2024
Applied Scientist,Full-Time,Mid,160000,USD,United States,160000,United States,Medium,2024
Data Scientist,Full-Time,Entry,128750,USD,United States,128750,United States,Medium,2024
Data Scientist,Full-Time,Entry,61875,USD,United States,61875,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,240000,USD,Canada,240000,Canada,Medium,2024
Machine Learning Engineer,Full-Time,Senior,178000,USD,Canada,178000,Canada,Medium,2024
Research Analyst,Full-Time,Entry,91200,USD,United States,91200,United States,Medium,2024
Research Analyst,Full-Time,Entry,58200,USD,United States,58200,United States,Medium,2024
Data Engineer,Full-Time,Senior,122000,USD,United States,122000,United States,Medium,2024
Data Engineer,Full-Time,Senior,94500,USD,United States,94500,United States,Medium,2024
Data Analyst,Full-Time,Mid,152300,USD,United States,152300,United States,Medium,2024
Data Analyst,Full-Time,Mid,76200,USD,United States,76200,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,336000,USD,Canada,336000,Canada,Medium,2024
Machine Learning Engineer,Full-Time,Senior,304000,USD,Canada,304000,Canada,Medium,2024
Data Analyst,Full-Time,Mid,70000,USD,United States,70000,United States,Medium,2024
Data Analyst,Full-Time,Mid,51000,USD,United States,51000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,223000,USD,United States,223000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,185000,USD,United States,185000,United States,Medium,2024
Data Engineer,Full-Time,Mid,155000,USD,United States,155000,United States,Medium,2024
Data Engineer,Full-Time,Mid,120000,USD,United States,120000,United States,Medium,2024
Data Infrastructure Engineer,Full-Time,Senior,245900,USD,United States,245900,United States,Medium,2024
Data Infrastructure Engineer,Full-Time,Senior,139000,USD,United States,139000,United States,Medium,2024
Admin & Data Analyst,Full-Time,Mid,95000,USD,United States,95000,United States,Medium,2024
Data Scientist,Full-Time,Senior,213000,USD,United States,213000,United States,Medium,2024
Data Scientist,Full-Time,Senior,120700,USD,United States,120700,United States,Medium,2024
Data Engineer,Full-Time,Mid,128000,USD,United States,128000,United States,Medium,2024
Data Engineer,Full-Time,Mid,81500,USD,United States,81500,United States,Medium,2024
Data Scientist,Full-Time,Entry,46000,USD,United States,46000,United States,Medium,2024
Data Scientist,Full-Time,Entry,40000,USD,United States,40000,United States,Medium,2024
Insight Analyst,Full-Time,Senior,60000,GBP,United States,75000,United States,Medium,2024
Insight Analyst,Full-Time,Senior,55000,GBP,United States,68750,United States,Medium,2024
Business Intelligence,Full-Time,Entry,176627,USD,United States,176627,United States,Medium,2024
Business Intelligence,Full-Time,Entry,106029,USD,United States,106029,United States,Medium,2024
Data Architect,Full-Time,Senior,193000,USD,United States,193000,United States,Medium,2024
Data Architect,Full-Time,Senior,84600,USD,United States,84600,United States,Medium,2024
Business Intelligence,Full-Time,Entry,94250,USD,United States,94250,United States,Medium,2024
Business Intelligence,Full-Time,Entry,65000,USD,United States,65000,United States,Medium,2024
Data Analyst,Full-Time,Mid,148017,USD,United States,148017,United States,Medium,2024
Data Analyst,Full-Time,Mid,87069,USD,United States,87069,United States,Medium,2024
Data Scientist,Full-Time,Mid,135800,USD,United States,135800,United States,Medium,2024
Data Scientist,Full-Time,Mid,95100,USD,United States,95100,United States,Medium,2024
Data Engineer,Full-Time,Senior,175000,USD,United States,175000,United States,Medium,2024
Data Engineer,Full-Time,Senior,117000,USD,United States,117000,United States,Medium,2024
Data Architect,Full-Time,Senior,234000,USD,United States,234000,United States,Medium,2024
Data Architect,Full-Time,Senior,146000,USD,United States,146000,United States,Medium,2024
Data Analyst,Full-Time,Mid,120000,USD,United States,120000,United States,Medium,2024
Data Analyst,Full-Time,Mid,105000,USD,United States,105000,United States,Medium,2024
Data Analyst,Full-Time,Entry,43500,USD,United States,43500,United States,Medium,2024
Data Analyst,Full-Time,Entry,41000,USD,United States,41000,United States,Medium,2024
Data Engineer,Full-Time,Senior,234000,USD,United States,234000,United States,Medium,2024
Data Engineer,Full-Time,Senior,117000,USD,United States,117000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,211888,USD,United States,211888,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,154100,USD,United States,154100,United States,Medium,2024
Data Analyst,Full-Time,Senior,185100,USD,United States,185100,United States,Medium,2024
Data Analyst,Full-Time,Senior,148500,USD,United States,148500,United States,Medium,2024
Data Analyst,Full-Time,Senior,147000,USD,United States,147000,United States,Medium,2024
Data Analyst,Full-Time,Senior,92000,USD,United States,92000,United States,Medium,2024
Analytics Engineer,Full-Time,Senior,148500,USD,United States,148500,United States,Medium,2024
Analytics Engineer,Full-Time,Senior,117000,USD,United States,117000,United States,Medium,2024
Data Analyst,Full-Time,Senior,130000,USD,United States,130000,United States,Medium,2024
Data Analyst,Full-Time,Senior,100000,USD,United States,100000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,203000,USD,United States,203000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,135000,USD,United States,135000,United States,Medium,2024
Consultant Data Engineer,Full-Time,Senior,50000,USD,United States,50000,GE,Medium,2024
Data Scientist,Full-Time,Senior,322100,USD,United States,322100,United States,Medium,2024
Data Scientist,Full-Time,Senior,173400,USD,United States,173400,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Senior,158900,USD,United States,158900,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Senior,132400,USD,United States,132400,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,370000,USD,United States,370000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Senior,220000,USD,United States,220000,United States,Medium,2024
Analytics Engineer,Full-Time,Senior,180000,USD,United States,180000,United States,Medium,2024
Analytics Engineer,Full-Time,Senior,140000,USD,United States,140000,United States,Medium,2024
Data Engineer,Full-Time,Senior,247300,USD,United States,247300,United States,Medium,2024
Data Engineer,Full-Time,Senior,139800,USD,United States,139800,United States,Medium,2024
Data Scientist,Full-Time,Senior,213000,USD,United States,213000,United States,Medium,2024
Data Scientist,Full-Time,Senior,120700,USD,United States,120700,United States,Medium,2024
Data Engineer,Full-Time,Senior,172000,USD,United States,172000,United States,Medium,2024
Data Engineer,Full-Time,Senior,141000,USD,United States,141000,United States,Medium,2024
Business Intelligence Manager,Full-Time,Mid,140000,USD,United States,140000,United States,Medium,2024
Business Intelligence Manager,Full-Time,Mid,100000,USD,United States,100000,United States,Medium,2024
Data Analyst,Full-Time,Entry,100000,USD,United States,100000,United States,Medium,2024
Data Analyst,Full-Time,Entry,90000,USD,United States,90000,United States,Medium,2024
Data Engineer,Full-Time,Senior,135000,USD,United States,135000,United States,Medium,2024
Data Engineer,Full-Time,Senior,115000,USD,United States,115000,United States,Medium,2024
Data Engineer,Full-Time,Senior,130000,USD,United States,130000,United States,Medium,2024
Data Engineer,Full-Time,Senior,100000,USD,United States,100000,United States,Medium,2024
Data Scientist,Full-Time,Senior,240901,USD,United States,240901,United States,Medium,2024
Data Scientist,Full-Time,Senior,168630,USD,United States,168630,United States,Medium,2024
Data Analyst,Full-Time,Mid,100000,USD,United States,100000,United States,Medium,2024
Data Analyst,Full-Time,Mid,90000,USD,United States,90000,United States,Medium,2024
Head of Data,Full-Time,Executive,312300,USD,United States,312300,United States,Medium,2024
Head of Data,Full-Time,Executive,269000,USD,United States,269000,United States,Medium,2024
Data Engineer,Full-Time,Executive,273600,USD,United States,273600,United States,Medium,2024
Data Engineer,Full-Time,Executive,182400,USD,United States,182400,United States,Medium,2024
Data Architect,Full-Time,Senior,184000,USD,United States,184000,United States,Medium,2024
Data Architect,Full-Time,Senior,123000,USD,United States,123000,United States,Medium,2024
Research Engineer,Full-Time,Senior,250000,USD,United States,250000,United States,Medium,2024
Research Engineer,Full-Time,Senior,150000,USD,United States,150000,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Senior,140000,USD,United States,140000,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Senior,100000,USD,United States,100000,United States,Medium,2024
Data Scientist,Full-Time,Senior,202500,USD,United States,202500,United States,Medium,2024
Data Scientist,Full-Time,Senior,135000,USD,United States,135000,United States,Medium,2024
Data Engineer,Full-Time,Mid,159550,USD,United States,159550,United States,Medium,2024
Data Engineer,Full-Time,Mid,113000,USD,United States,113000,United States,Medium,2024
Data Scientist,Full-Time,Mid,75000,USD,United States,75000,United States,Medium,2024
Data Scientist,Full-Time,Mid,55000,USD,United States,55000,United States,Medium,2024
Data Engineer,Full-Time,Executive,253900,USD,United States,253900,United States,Medium,2024
Data Engineer,Full-Time,Executive,145100,USD,United States,145100,United States,Medium,2024
Research Scientist,Full-Time,Mid,138000,USD,United States,138000,United States,Medium,2024
Research Scientist,Full-Time,Mid,86000,USD,United States,86000,United States,Medium,2024
Research Scientist,Full-Time,Senior,179000,USD,United States,179000,United States,Medium,2024
Research Scientist,Full-Time,Senior,112000,USD,United States,112000,United States,Medium,2024
Data Management Analyst,Full-Time,Entry,105000,USD,Canada,105000,Canada,Medium,2024
Data Management Analyst,Full-Time,Entry,80800,USD,Canada,80800,Canada,Medium,2024
Data Analyst,Full-Time,Entry,64500,USD,United States,64500,United States,Medium,2024
Data Analyst,Full-Time,Entry,46500,USD,United States,46500,United States,Medium,2024
Data Engineer,Full-Time,Senior,120750,USD,United States,120750,United States,Medium,2024
Data Engineer,Full-Time,Senior,85000,USD,United States,85000,United States,Medium,2024
Data Architect,Full-Time,Senior,180000,USD,United States,180000,United States,Medium,2024
Data Architect,Full-Time,Senior,144000,USD,United States,144000,United States,Medium,2024
Data Analyst,Full-Time,Senior,144606,USD,United States,144606,United States,Medium,2024
Data Analyst,Full-Time,Senior,128539,USD,United States,128539,United States,Medium,2024
BI Developer,Full-Time,Mid,79400,USD,United States,79400,United States,Medium,2024
BI Developer,Full-Time,Mid,55600,USD,United States,55600,United States,Medium,2024
Data Engineer,Full-Time,Mid,131700,USD,United States,131700,United States,Medium,2024
Data Engineer,Full-Time,Mid,84000,USD,United States,84000,United States,Medium,2024
Data Scientist,Full-Time,Senior,206000,USD,United States,206000,United States,Medium,2024
Data Scientist,Full-Time,Senior,106605,USD,United States,106605,United States,Medium,2024
Data Analyst,Full-Time,Mid,179000,USD,United States,179000,United States,Medium,2024
Data Analyst,Full-Time,Mid,112000,USD,United States,112000,United States,Medium,2024
Business Intelligence,Full-Time,Senior,120750,USD,United States,120750,United States,Medium,2024
Business Intelligence,Full-Time,Senior,85000,USD,United States,85000,United States,Medium,2024
Research Scientist,Full-Time,Senior,175000,USD,United States,175000,United States,Medium,2024
Research Scientist,Full-Time,Senior,118000,USD,United States,118000,United States,Medium,2024
Data Analyst,Full-Time,Senior,194000,USD,United States,194000,United States,Medium,2024
Data Analyst,Full-Time,Senior,122000,USD,United States,122000,United States,Medium,2024
Business Intelligence,Full-Time,Senior,142250,USD,United States,142250,United States,Medium,2024
Business Intelligence,Full-Time,Senior,100000,USD,United States,100000,United States,Medium,2024
Data Scientist,Full-Time,Mid,99000,USD,United States,99000,United States,Medium,2024
Data Scientist,Full-Time,Mid,87000,USD,United States,87000,United States,Medium,2024
Research Engineer,Full-Time,Entry,118400,USD,United States,118400,United States,Medium,2024
Research Engineer,Full-Time,Entry,64000,USD,United States,64000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,176000,USD,United States,176000,United States,Medium,2024
Machine Learning Engineer,Full-Time,Mid,72700,USD,United States,72700,United States,Medium,2024
Manager Data Management,Freelance,Senior,3000000,INR,India,36014,India,Small,2024
Data Engineer,Full-Time,Mid,145000,USD,United States,145000,United States,Medium,2024
Data Engineer,Full-Time,Mid,120000,USD,United States,120000,United States,Medium,2024
Research Analyst,Full-Time,Entry,126225,USD,United States,126225,United States,Medium,2024
Research Analyst,Full-Time,Entry,61846,USD,United States,61846,United States,Medium,2024
Data Analyst,Full-Time,Senior,114200,USD,United States,114200,United States,Medium,2024
Data Analyst,Full-Time,Senior,92900,USD,United States,92900,United States,Medium,2024
Data Engineer,Full-Time,Senior,219700,USD,United States,219700,United States,Medium,2024
Data Engineer,Full-Time,Senior,137300,USD,United States,137300,United States,Medium,2024
Business Intelligence Engineer,Full-Time,Senior,108500,USD,United States,108500,United States,Medium,2024
Business Intelligence Engineer,Full-Time,Senior,78800,USD,United States,78800,United States,Medium,2024
Data Scientist,Full-Time,Mid,44263,GBP,South Africa,55328,South Africa,Medium,2024
Data Scientist,Full-Time,Mid,33966,GBP,South Africa,42457,South Africa,Medium,2024
Data Analyst,Full-Time,Senior,95000,USD,United States,95000,United States,Medium,2024
Data Analyst,Full-Time,Senior,85000,USD,United States,85000,United States,Medium,2024
Data Quality Manager,Full-Time,Mid,50000,EUR,Spain,55555,Spain,Medium,2024
Data Quality Manager,Full-Time,Mid,40000,EUR,Spain,44444,Spain,Medium,2024
Data Modeler,Full-Time,Senior,155000,USD,United States,155000,United States,Medium,2024
Data Modeler,Full-Time,Senior,140000,USD,United States,140000,United States,Medium,2024
Data Analytics Manager,Full-Time,Mid,128000,USD,United States,128000,United States,Medium,2024
Data Analytics Manager,Full-Time,Mid,81500,USD,United States,81500,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Mid,95000,USD,United States,95000,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Mid,68000,USD,United States,68000,United States,Medium,2024
Data Scientist,Full-Time,Entry,194500,USD,United States,194500,United States,Medium,2024
Data Scientist,Full-Time,Entry,125500,USD,United States,125500,United States,Medium,2024
Data Scientist,Full-Time,Mid,187000,USD,United States,187000,United States,Medium,2024
Data Scientist,Full-Time,Mid,153000,USD,United States,153000,United States,Medium,2024
Data Architect,Full-Time,Senior,146000,USD,United States,146000,United States,Medium,2024
Data Architect,Full-Time,Senior,128000,USD,United States,128000,United States,Medium,2024
Data Scientist,Full-Time,Mid,130500,USD,United States,130500,United States,Medium,2024
Data Scientist,Full-Time,Mid,96000,USD,United States,96000,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Senior,140000,USD,United States,140000,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Senior,105000,USD,United States,105000,United States,Medium,2024
Data Engineer,Full-Time,Senior,153000,USD,United States,153000,United States,Medium,2024
Data Engineer,Full-Time,Senior,122000,USD,United States,122000,United States,Medium,2024
Data Scientist,Full-Time,Senior,190000,USD,United States,190000,United States,Medium,2024
Data Scientist,Full-Time,Senior,126000,USD,United States,126000,United States,Medium,2024
Research Engineer,Full-Time,Mid,108100,USD,United States,108100,United States,Medium,2024
Research Engineer,Full-Time,Mid,60800,USD,United States,60800,United States,Medium,2024
Data Scientist,Full-Time,Mid,170000,USD,United States,170000,United States,Medium,2024
Data Scientist,Full-Time,Mid,100000,USD,United States,100000,United States,Medium,2024
Data Scientist,Full-Time,Senior,208000,USD,United States,208000,United States,Medium,2024
Data Scientist,Full-Time,Senior,175000,USD,United States,175000,United States,Medium,2024
Research Engineer,Full-Time,Senior,485000,USD,United States,485000,United States,Medium,2024
Research Engineer,Full-Time,Senior,280000,USD,United States,280000,United States,Medium,2024
Robotics Engineer,Full-Time,Senior,240000,USD,United States,240000,United States,Medium,2024
Robotics Engineer,Full-Time,Senior,160000,USD,United States,160000,United States,Medium,2024
Data Scientist,Full-Time,Senior,239000,USD,United States,239000,United States,Medium,2024
Data Scientist,Full-Time,Senior,177000,USD,United States,177000,United States,Medium,2024
Data Engineer,Full-Time,Senior,135000,USD,United States,135000,United States,Medium,2024
Data Engineer,Full-Time,Senior,110000,USD,United States,110000,United States,Medium,2024
Data Scientist,Full-Time,Mid,177300,USD,United States,177300,United States,Medium,2024
Data Scientist,Full-Time,Mid,136300,USD,United States,136300,United States,Medium,2024
Data Scientist,Full-Time,Senior,250944,USD,United States,250944,United States,Medium,2024
Data Scientist,Full-Time,Senior,178538,USD,United States,178538,United States,Medium,2024
Data Scientist,Full-Time,Senior,180000,USD,United States,180000,United States,Medium,2024
Data Scientist,Full-Time,Senior,140000,USD,United States,140000,United States,Medium,2024
Data Engineer,Full-Time,Senior,250000,USD,United States,250000,United States,Medium,2024
Data Engineer,Full-Time,Senior,180700,USD,United States,180700,United States,Medium,2024
Head of Data,Full-Time,Executive,243000,USD,United States,243000,United States,Medium,2024
Head of Data,Full-Time,Executive,163000,USD,United States,163000,United States,Medium,2024
Research Scientist,Full-Time,Mid,250000,USD,United States,250000,United States,Medium,2024
Research Scientist,Full-Time,Mid,190000,USD,United States,190000,United States,Medium,2024
Data Scientist,Full-Time,Senior,150000,USD,United States,150000,United States,Medium,2024
Data Scientist,Full-Time,Senior,90200,USD,United States,90200,United States,Medium,2024
Research Scientist,Full-Time,Mid,162000,USD,United States,162000,United States,Medium,2024
Research Scientist,Full-Time,Mid,128000,USD,United States,128000,United States,Medium,2024
Data Analyst,Full-Time,Senior,140000,USD,United States,140000,United States,Medium,2024
Data Analyst,Full-Time,Senior,107000,USD,United States,107000,United States,Medium,2024
Data Analyst,Full-Time,Mid,155700,USD,United States,155700,United States,Medium,2024
Data Analyst,Full-Time,Mid,75500,USD,United States,75500,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Entry,111400,USD,United States,111400,United States,Medium,2024
Business Intelligence Analyst,Full-Time,Entry,62800,USD,United States,62800,United States,Medium,2024
Research Scientist,Full-Time,Senior,234000,USD,United States,234000,United States,Medium,2024
Research Scientist,Full-Time,Senior,146000,USD,United States,146000,United States,Medium,2024
Data Scientist,Full-Time,Mid,172000,USD,United States,172000,United States,Medium,2024
Data Scientist,Full-Time,Mid,75600,USD,United States,75600,United States,Medium,2024
Business Intelligence,Full-Time,Senior,204000,USD,United States,204000,United States,Medium,2024
Business Intelligence,Full-Time,Senior,105800,USD,United States,105800,United States,Medium,2024
Business Intelligence,Full-Time,Senior,246000,USD,United States,246000,United States,Medium,2024
